# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_lambda         17:(.)rho_fld            18:(.)w_fld              19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       2.758333765113e+09       9.934410886895e-17       1.680324276094e-04       1.641548999008e+13       1.401051952989e+04       5.079341630813e-06       3.864568910009e+13       9.701356103844e-05       1.592818661980e+26       5.136209771671e+19       2.830169271485e+20       3.665151086833e+25       1.221717028944e+25       3.665151086833e+25       1.221717028944e+25      -3.766236863122e-14       2.306270139944e-05      -9.000000000000e-01       3.688308930087e+25       2.694683116145e+26       2.694683116145e+26       8.982265907849e+25      -2.138222689510e+30       1.192896835689e-04       9.525501628955e-02 
       2.739159647531e+09       1.007397939658e-16       1.692086534604e-04       1.618806395044e+13       1.401051952872e+04       5.114897021877e-06       3.837704974802e+13       9.769265571370e-05       1.548989426128e+26       5.029841977896e+19       2.771558179882e+20       3.564297941869e+25       1.188099313956e+25       3.564297941869e+25       1.188099313956e+25      -3.766236863122e-14       2.301448891468e-05      -9.000000000000e-01       3.586818555916e+25       2.620534144636e+26       2.620534144636e+26       8.735102900311e+25      -2.064931183398e+30       1.193689470600e-04       9.519177756719e-02 
       2.720118815772e+09       1.021550870365e-16       1.703931138763e-04       1.596378875256e+13       1.401051952753e+04       5.150701300673e-06       3.811027779960e+13       9.837650404814e-05       1.506366229583e+26       4.925676996710e+19       2.714160888490e+20       3.466219950400e+25       1.155406650133e+25       3.466219950400e+25       1.155406650133e+25      -3.766236863122e-14       2.296637721792e-05      -9.000000000000e-01       3.488120869733e+25       2.548425513365e+26       2.548425513365e+26       8.494741022120e+25      -1.994151878200e+30       1.194482105615e-04       9.512862286132e-02 
       2.701210343320e+09       1.035902635533e-16       1.715858652460e-04       1.574262074355e+13       1.401051952634e+04       5.186756209415e-06       3.784536027385e+13       9.906513931733e-05       1.464915886029e+26       4.823669209198e+19       2.657952260240e+20       3.370840749144e+25       1.123613583048e+25       3.370840749144e+25       1.123613583048e+25      -3.766236863122e-14       2.291836609847e-05      -9.000000000000e-01       3.392139025765e+25       2.478301078754e+26       2.478301078754e+26       8.260993128116e+25      -1.925798663617e+30       1.195274740737e-04       9.506555200548e-02 
       2.682433310101e+09       1.050456028586e-16       1.727869657770e-04       1.552451687531e+13       1.401051952514e+04       5.223063502514e-06       3.758228428006e+13       9.975859502976e-05       1.424606122334e+26       4.723773941187e+19       2.602907678640e+20       3.278086076095e+25       1.092695358698e+25       3.278086076095e+25       1.092695358698e+25      -3.766236863122e-14       2.287045534608e-05      -9.000000000000e-01       3.298798292788e+25       2.410106242116e+26       2.410106242116e+26       8.033677222771e+25      -1.859788380938e+30       1.196067375966e-04       9.500256483367e-02 
       2.663786802435e+09       1.065213882193e-16       1.739964736771e-04       1.530943469611e+13       1.401051952393e+04       5.259624946659e-06       3.732103701712e+13       1.004569049285e-04       1.385405553414e+26       4.625947443675e+19       2.549003036987e+20       3.187883712694e+25       1.062627904231e+25       3.187883712694e+25       1.062627904231e+25      -3.766236863122e-14       2.282264475091e-05      -9.000000000000e-01       3.208025995940e+25       2.343787907145e+26       2.343787907145e+26       7.812616318489e+25      -1.796040721869e+30       1.196860011302e-04       9.493966118032e-02 
       2.645269912996e+09       1.080179068819e-16       1.752144489728e-04       1.509733234240e+13       1.401051952271e+04       5.296442320908e-06       3.706160577288e+13       1.011601029928e-04       1.347283657806e+26       4.530146873680e+19       2.496214727817e+20       3.100163427606e+25       1.033387809202e+25       3.100163427606e+25       1.033387809202e+25      -3.766236863122e-14       2.277493410361e-05      -9.000000000000e-01       3.119751460137e+25       2.279294438570e+26       2.279294438570e+26       7.597638297801e+25      -1.734478130831e+30       1.197652646748e-04       9.487684088032e-02 
       2.626881740762e+09       1.095354501285e-16       1.764409498719e-04       1.488816853061e+13       1.401051952148e+04       5.333517416771e-06       3.680397792359e+13       1.018682234397e-04       1.310210753895e+26       4.436330275470e+19       2.444519632559e+20       3.014856922036e+25       1.004952307345e+25       3.014856922036e+25       1.004952307345e+25      -3.766236863122e-14       2.272732319522e-05      -9.000000000000e-01       3.033905955045e+25       2.216575621959e+26       2.216575621959e+26       7.388575779356e+25      -1.675025710605e+30       1.198445282303e-04       9.481410376899e-02 
       2.608621390976e+09       1.110743133331e-16       1.776760364010e-04       1.468190254913e+13       1.401051952025e+04       5.370852038300e-06       3.654814093322e+13       1.025813007259e-04       1.274157976812e+26       4.344456562189e+19       2.393895111416e+20       2.931897776552e+25       9.772992588507e+24       2.931897776552e+25       9.772992588507e+24      -3.766236863122e-14       2.267981181724e-05      -9.000000000000e-01       2.950422641568e+25       2.155582624620e+26       2.155582624620e+26       7.185265987598e+25      -1.617611131212e+30       1.199237917968e-04       9.475144968209e-02 
       2.590487975102e+09       1.126347960199e-16       1.789197685866e-04       1.447849425036e+13       1.401051951901e+04       5.408448002175e-06       3.629408235293e+13       1.032993695492e-04       1.239097255954e+26       4.254485497869e+19       2.344318993445e+20       2.851221399370e+25       9.504071331232e+24       2.851221399370e+25       9.504071331232e+24      -3.766236863122e-14       2.263239976161e-05      -9.000000000000e-01       2.869236519807e+25       2.096267957576e+26       2.096267957576e+26       6.987550626029e+25      -1.562164541914e+30       1.200030553745e-04       9.468887845583e-02 
       2.572480610778e+09       1.142172019207e-16       1.801722064556e-04       1.427790404295e+13       1.401051951775e+04       5.446307137791e-06       3.604178982036e+13       1.040224648503e-04       1.205001293132e+26       4.166377679802e+19       2.295769566853e+20       2.772764976063e+25       9.242549920209e+24       2.772764976063e+25       9.242549920209e+24      -3.766236863122e-14       2.258508682068e-05      -9.000000000000e-01       2.790284378449e+25       2.038585438596e+26       2.038585438596e+26       6.795275753964e+25      -1.508618486239e+30       1.200823189633e-04       9.462638992686e-02 
       2.554598421777e+09       1.158218390347e-16       1.814334118535e-04       1.408009288405e+13       1.401051951649e+04       5.484431287350e-06       3.579125105911e+13       1.047506218145e-04       1.171843541313e+26       4.080094521286e+19       2.248225569483e+20       2.696467420656e+25       8.988224735519e+24       2.696467420656e+25       8.988224735519e+24      -3.766236863122e-14       2.253787278727e-05      -9.000000000000e-01       2.713504745554e+25       1.982490156234e+26       1.982490156234e+26       6.608291666664e+25      -1.456907819905e+30       1.201615825635e-04       9.456398393224e-02 
       2.536840537962e+09       1.174490196879e-16       1.827034448070e-04       1.388502227172e+13       1.401051951522e+04       5.522822305951e-06       3.554245387814e+13       1.054838758734e-04       1.139598183955e+26       3.995598234726e+19       2.201666179503e+20       2.622269328062e+25       8.740897760207e+24       2.622269328062e+25       8.740897760207e+24      -3.766236863122e-14       2.249075745461e-05      -9.000000000000e-01       2.638837840691e+25       1.927938434862e+26       1.927938434862e+26       6.426452778788e+25      -1.406969631574e+30       1.202408461750e-04       9.450166030950e-02 
       2.519206095247e+09       1.190990605945e-16       1.839823689807e-04       1.369265423745e+13       1.401051951394e+04       5.561482061676e-06       3.529538617111e+13       1.062222627066e-04       1.108240114903e+26       3.912851815088e+19       2.156071006292e+20       2.550112927832e+25       8.500376426107e+24       2.550112927832e+25       8.500376426107e+24      -3.766236863122e-14       2.244374061636e-05      -9.000000000000e-01       2.566225528394e+25       1.874887800665e+26       1.874887800665e+26       6.249617511028e+25      -1.358743166307e+30       1.203201097980e-04       9.443941889659e-02 
       2.501694235550e+09       1.207722829179e-16       1.852702444012e-04       1.350295133876e+13       1.401051951266e+04       5.600412435686e-06       3.505003591588e+13       1.069658182434e-04       1.077744918842e+26       3.831819023686e+19       2.111420081505e+20       2.479942039172e+25       8.266473463908e+24       2.479942039172e+25       8.266473463908e+24      -3.766236863122e-14       2.239682206662e-05      -9.000000000000e-01       2.495611272899e+25       1.823296948568e+26       1.823296948568e+26       6.077648179887e+25      -1.312169751653e+30       1.203993734326e-04       9.437725953187e-02 
       2.484304106754e+09       1.224690123337e-16       1.865671347332e-04       1.331587665189e+13       1.401051951136e+04       5.639615322307e-06       3.480639117383e+13       1.077145786647e-04       1.048088852289e+26       3.752464372318e+19       2.067693850327e+20       2.411702027204e+25       8.039006757346e+24       2.411702027204e+25       8.039006757346e+24      -3.766236863122e-14       2.235000159992e-05      -9.000000000000e-01       2.426940094121e+25       1.773125710082e+26       1.773125710082e+26       5.910410890473e+25      -1.267192726267e+30       1.204786370788e-04       9.431518205417e-02 
       2.467034862666e+09       1.241895790929e-16       1.878731054603e-04       1.313139376465e+13       1.401051951005e+04       5.679092629129e-06       3.456444008938e+13       1.084685804047e-04       1.019248825105e+26       3.674753107720e+19       2.024873162916e+20       2.345339760423e+25       7.817799201412e+24       2.345339760423e+25       7.817799201412e+24      -3.766236863122e-14       2.230327901122e-05      -9.000000000000e-01       2.360158524852e+25       1.724335022023e+26       1.724335022023e+26       5.747775432248e+25      -1.223757370976e+30       1.205579007368e-04       9.425318630272e-02 
       2.449885662977e+09       1.259343180862e-16       1.891882166092e-04       1.294946676933e+13       1.401051950874e+04       5.718846277093e-06       3.432417088932e+13       1.092278601525e-04       9.912023825154e+25       3.598651196347e+19       1.982939266007e+20       2.280803569336e+25       7.602678564452e+24       2.280803569336e+25       7.602678564452e+24      -3.766236863122e-14       2.225665409590e-05      -9.000000000000e-01       2.295214569128e+25       1.676886896100e+26       1.676886896100e+26       5.589615177651e+25      -1.181810842206e+30       1.206371644065e-04       9.419127211720e-02 
       2.432855673216e+09       1.277035689090e-16       1.905125336634e-04       1.277006025568e+13       1.401051950741e+04       5.758878200586e-06       3.408557188232e+13       1.099924548541e-04       9.639276876311e+25       3.524125309469e+19       1.941873794706e+20       2.218043206223e+25       7.393477354076e+24       2.218043206223e+25       7.393477354076e+24      -3.766236863122e-14       2.221012664978e-05      -9.000000000000e-01       2.232057661748e+25       1.630744389337e+26       1.630744389337e+26       5.435806983502e+25      -1.141302107696e+30       1.207164280882e-04       9.412943933769e-02 
       2.415944064714e+09       1.294976759279e-16       1.918461202877e-04       1.259313930404e+13       1.401051950608e+04       5.799190347538e-06       3.384863145828e+13       1.107624017141e-04       9.374035044421e+25       3.451142808574e+19       1.901658764446e+20       2.157009806023e+25       7.190032686743e+24       2.157009806023e+25       7.190032686743e+24      -3.766236863122e-14       2.216369646910e-05      -9.000000000000e-01       2.170638628901e+25       1.585871575310e+26       1.585871575310e+26       5.286231095123e+25      -1.102181884406e+30       1.207956917819e-04       9.406768780472e-02 
       2.399150014563e+09       1.313169883475e-16       1.931890437845e-04       1.241866947855e+13       1.401051950474e+04       5.839784679511e-06       3.361333808784e+13       1.115377381976e-04       9.116091812856e+25       3.379671731071e+19       1.862276563107e+20       2.097655848283e+25       6.992186160942e+24       2.097655848283e+25       6.992186160942e+24      -3.766236863122e-14       2.211736335052e-05      -9.000000000000e-01       2.110909649882e+25       1.542233516174e+26       1.542233516174e+26       5.140771053101e+25      -1.064402578567e+30       1.208749554877e-04       9.400601735924e-02 
       2.382472705576e+09       1.331618602781e-16       1.945413659996e-04       1.224661682042e+13       1.401051950338e+04       5.880663171802e-06       3.337968032176e+13       1.123185020319e-04       8.865246347659e+25       3.309680776298e+19       1.823709943306e+20       2.039935120158e+25       6.799783733862e+24       2.039935120158e+25       6.799783733862e+24      -3.766236863122e-14       2.207112709114e-05      -9.000000000000e-01       2.052824219855e+25       1.499796235461e+26       1.499796235461e+26       4.999313602610e+25      -1.027918227769e+30       1.209542192057e-04       9.394442784260e-02 
       2.365911326243e+09       1.350326508052e-16       1.959031542356e-04       1.207694784134e+13       1.401051950202e+04       5.921827813533e-06       3.314764679040e+13       1.131047312083e-04       8.621303341176e+25       3.241139291810e+19       1.785942014845e+20       1.983802680435e+25       6.612675601451e+24       1.983802680435e+25       6.612675601451e+24      -3.766236863122e-14       2.202498748848e-05      -9.000000000000e-01       1.996337113650e+25       1.458526691626e+26       1.458526691626e+26       4.861748605232e+25      -9.926844450511e+29       1.210334829360e-04       9.388291909661e-02 
       2.349465070700e+09       1.369297240590e-16       1.972744757950e-04       1.190962951699e+13       1.401051950065e+04       5.963280607749e-06       3.291722620315e+13       1.138964639842e-04       8.384072859990e+25       3.174017259954e+19       1.748956237308e+20       1.929214824535e+25       6.430716081785e+24       1.929214824535e+25       6.430716081785e+24      -3.766236863122e-14       2.197894434047e-05      -9.000000000000e-01       1.941404350547e+25       1.418392752319e+26       1.418392752319e+26       4.727968953203e+25      -9.586583648970e+29       1.211127466787e-04       9.382149096348e-02 
       2.333133138681e+09       1.388534492852e-16       1.986553979805e-04       1.174462928053e+13       1.401051949927e+04       6.005023571518e-06       3.268840734789e+13       1.146937388847e-04       8.153370197041e+25       3.108285284728e+19       1.712736412824e+20       1.876129050490e+25       6.253763501635e+24       1.876129050490e+25       6.253763501635e+24      -3.766236863122e-14       2.193299744547e-05      -9.000000000000e-01       1.887983160034e+25       1.379363169370e+26       1.379363169370e+26       4.597870486018e+25      -9.257985910836e+29       1.211920104338e-04       9.376014328582e-02 
       2.316914735484e+09       1.408042009172e-16       2.000459844567e-04       1.158191501635e+13       1.401051949788e+04       6.047058736026e-06       3.246117909043e+13       1.154965947047e-04       7.929015727809e+25       3.043914578899e+19       1.677266678970e+20       1.824504025849e+25       6.081680086163e+24       1.824504025849e+25       6.081680086163e+24      -3.766236863122e-14       2.188714660227e-05      -9.000000000000e-01       1.836031948504e+25       1.341407554459e+26       1.341407554459e+26       4.471351909337e+25      -8.940651463200e+29       1.212712742016e-04       9.369887590669e-02 
       2.300809071931e+09       1.427823586489e-16       2.014463061641e-04       1.142145505377e+13       1.401051949648e+04       6.089388146679e-06       3.223553037398e+13       1.163050705104e-04       7.710834770464e+25       2.980876951402e+19       1.642531501822e+20       1.774299555496e+25       5.914331851652e+24       1.774299555496e+25       5.914331851652e+24      -3.766236863122e-14       2.184139161008e-05      -9.000000000000e-01       1.785510266874e+25       1.304496355452e+26       1.304496355452e+26       4.348314716110e+25      -8.634194236101e+29       1.213505379819e-04       9.363768866954e-02 
       2.284815364332e+09       1.447883075082e-16       2.028564304055e-04       1.126321816088e+13       1.401051949507e+04       6.132013863200e-06       3.201145021862e+13       1.171192056418e-04       7.498657449858e+25       2.919144794994e+19       1.608515669157e+20       1.725476550355e+25       5.751588501182e+24       1.725476550355e+25       5.751588501182e+24      -3.766236863122e-14       2.179573226851e-05      -9.000000000000e-01       1.736378779088e+25       1.268600833396e+26       1.268600833396e+26       4.228663109885e+25      -8.338241392835e+29       1.214298017751e-04       9.357658141826e-02 
       2.268932834443e+09       1.468224379325e-16       2.042764244834e-04       1.110717353848e+13       1.401051949365e+04       6.174937959729e-06       3.178892772075e+13       1.179390397140e-04       7.292318565256e+25       2.858691074158e+19       1.575204283784e+20       1.677996996956e+25       5.593323323187e+24       1.677996996956e+25       5.593323323187e+24      -3.766236863122e-14       2.175016837762e-05      -9.000000000000e-01       1.688599231493e+25       1.233693040140e+26       1.233693040140e+26       4.112303930221e+25      -8.052432876362e+29       1.215090655811e-04       9.351555399714e-02 
       2.253160709428e+09       1.488851458444e-16       2.057063575194e-04       1.095329081407e+13       1.401051949222e+04       6.218162524926e-06       3.156795205256e+13       1.187646126195e-04       7.091657461718e+25       2.799489313268e+19       1.542582757029e+20       1.631823927838e+25       5.439413092795e+24       1.631823927838e+25       5.439413092795e+24      -3.766236863122e-14       2.170469973785e-05      -9.000000000000e-01       1.642134423052e+25       1.199745796576e+26       1.199745796576e+26       3.999146580149e+25      -7.776420971259e+29       1.215883294001e-04       9.345460625087e-02 
       2.237498221827e+09       1.509768327288e-16       2.071463022730e-04       1.080154003594e+13       1.401051949078e+04       6.261689662073e-06       3.134851246150e+13       1.195959645301e-04       6.896517905008e+25       2.741513584992e+19       1.510636802336e+20       1.586921392765e+25       5.289737975882e+24       1.586921392765e+25       5.289737975882e+24      -3.766236863122e-14       2.165932615009e-05      -9.000000000000e-01       1.596948176381e+25       1.166732671480e+26       1.166732671480e+26       3.889102955639e+25      -7.509869880685e+29       1.216675932321e-04       9.339373802458e-02 
       2.221944609511e+09       1.530979057111e-16       2.085963260470e-04       1.065189166733e+13       1.401051948933e+04       6.305521489172e-06       3.113059826978e+13       1.204331358989e-04       6.706747959955e+25       2.684738498937e+19       1.479352429017e+20       1.543254430733e+25       5.144181435776e+24       1.543254430733e+25       5.144181435776e+24      -3.766236863122e-14       2.161404741563e-05      -9.000000000000e-01       1.553005309581e+25       1.134627960926e+26       1.134627960926e+26       3.782087377000e+25      -7.252455317854e+29       1.217468570773e-04       9.333294916378e-02 
       2.206499115653e+09       1.552487776362e-16       2.100564997818e-04       1.050431658072e+13       1.401051948787e+04       6.349660139054e-06       3.091419887384e+13       1.212761674618e-04       6.522199872151e+25       2.629139190529e+19       1.448715936123e+20       1.500789042755e+25       5.002630142518e+24       1.500789042755e+25       5.002630142518e+24      -3.766236863122e-14       2.156886333619e-05      -9.000000000000e-01       1.510271608845e+25       1.103406668281e+26       1.103406668281e+26       3.678016522169e+25      -7.003864111506e+29       1.218261209358e-04       9.327223951441e-02 
       2.191160988684e+09       1.574298671493e-16       2.115268944181e-04       1.035878605211e+13       1.401051948640e+04       6.394107759476e-06       3.069930374380e+13       1.221251002402e-04       6.342729952917e+25       2.574691310126e+19       1.418713906443e+20       1.459492165387e+25       4.864973884624e+24       1.459492165387e+25       4.864973884624e+24      -3.766236863122e-14       2.152377371388e-05      -9.000000000000e-01       1.468713801821e+25       1.073044484734e+26       1.073044484734e+26       3.576809361837e+25      -6.763793824900e+29       1.219053848076e-04       9.321160892280e-02 
       2.175929482259e+09       1.596415987771e-16       2.130075827154e-04       1.021527175546e+13       1.401051948492e+04       6.438866513235e-06       3.048590242301e+13       1.229799755425e-04       6.168198467419e+25       2.521371012351e+19       1.389333200627e+20       1.419331644982e+25       4.731105483274e+24       1.419331644982e+25       4.731105483274e+24      -3.766236863122e-14       2.147877835125e-05      -9.000000000000e-01       1.428299531703e+25       1.043517770379e+26       1.043517770379e+26       3.478387096362e+25      -6.531952387869e+29       1.219846486929e-04       9.315105723571e-02 
       2.160803855224e+09       1.618844030104e-16       2.144986356143e-04       1.007374575717e+13       1.401051948343e+04       6.483938578261e-06       3.027398452749e+13       1.238408349663e-04       5.998469525879e+25       2.469154945650e+19       1.360560951435e+20       1.380276212660e+25       4.600920708866e+24       1.380276212660e+25       4.600920708866e+24      -3.766236863122e-14       2.143387705123e-05      -9.000000000000e-01       1.388997332041e+25       1.014803535800e+26       1.014803535800e+26       3.382673094413e+25      -6.308057741488e+29       1.220639125918e-04       9.309058430027e-02 
       2.145783371574e+09       1.641587163878e-16       2.160001240554e-04       9.934180510635e+12       1.401051948193e+04       6.529326147735e-06       3.006353974545e+13       1.247077204004e-04       5.833410977766e+25       2.418020242067e+19       1.332384558098e+20       1.342295459957e+25       4.474318199857e+24       1.342295459957e+25       4.474318199857e+24      -3.766236863122e-14       2.138906961721e-05      -9.000000000000e-01       1.350776602242e+25       9.868794241788e+25       9.868794241788e+25       3.289592833307e+25      -6.091837494921e+29       1.221431765044e-04       9.303018996405e-02 
       2.130867300423e+09       1.664649815813e-16       2.175121244363e-04       9.796548850905e+12       1.401051948041e+04       6.575031430187e-06       2.985455783676e+13       1.255806740268e-04       5.672894308906e+25       2.367944507227e+19       1.304791680803e+20       1.305359815155e+25       4.351199383850e+24       1.305359815155e+25       4.351199383850e+24      -3.766236863122e-14       2.134435585295e-05      -9.000000000000e-01       1.313607583739e+25       9.597236938816e+25       9.597236938816e+25       3.199073840985e+25      -5.883028594025e+29       1.222224404307e-04       9.296987407499e-02 
       2.116054915962e+09       1.688036474814e-16       2.190347095166e-04       9.660823989371e+12       1.401051947889e+04       6.621056649609e-06       2.964702863251e+13       1.264597383227e-04       5.516794541419e+25       2.318905810529e+19       1.277770235286e+20       1.269440520253e+25       4.231468400842e+24       1.269440520253e+25       4.231468400842e+24      -3.766236863122e-14       2.129973556263e-05      -9.000000000000e-01       1.277461336828e+25       9.333152015361e+25       9.333152015361e+25       3.111045639584e+25      -5.681377001324e+29       1.223017043709e-04       9.290963648145e-02 
       2.101345497432e+09       1.711751692856e-16       2.205679520557e-04       9.526979508568e+12       1.401051947736e+04       6.667404045557e-06       2.944094203444e+13       1.273449560627e-04       5.364990136418e+25       2.270882675539e+19       1.251308387540e+20       1.234509608576e+25       4.115032028588e+24       1.234509608576e+25       4.115032028588e+24      -3.766236863122e-14       2.125520855085e-05      -9.000000000000e-01       1.242309718131e+25       9.076333855668e+25       9.076333855668e+25       3.025439690567e+25      -5.486637386941e+29       1.223809683252e-04       9.284947703219e-02 
       2.086738329080e+09       1.735800085860e-16       2.221119266324e-04       9.394989357027e+12       1.401051947581e+04       6.714075873269e-06       2.923628801451e+13       1.282363703209e-04       5.217362899369e+25       2.223854070592e+19       1.225394548636e+20       1.200539883006e+25       4.001799610019e+24       1.200539883006e+25       4.001799610019e+24      -3.766236863122e-14       2.121077462260e-05      -9.000000000000e-01       1.208125358685e+25       8.826582501865e+25       8.826582501865e+25       2.942189341355e+25      -5.298572830132e+29       1.224602322935e-04       9.278939557636e-02 
       2.072232700130e+09       1.760186334600e-16       2.236667096440e-04       9.264827844204e+12       1.401051947426e+04       6.761074403767e-06       2.903305661438e+13       1.291340244728e-04       5.073797888074e+25       2.177799399571e+19       1.200017369641e+20       1.167504894797e+25       3.891682982655e+24       1.167504894797e+25       3.891682982655e+24      -3.766236863122e-14       2.116643358331e-05      -9.000000000000e-01       1.174881642633e+25       8.583703498274e+25       8.583703498274e+25       2.861229773434e+25      -5.116954531046e+29       1.225394962760e-04       9.272939196351e-02 
       2.057827904748e+09       1.784915185607e-16       2.252323756693e-04       9.136469635483e+12       1.401051947269e+04       6.808401923969e-06       2.883123794494e+13       1.300379621976e-04       4.934183323174e+25       2.132698492894e+19       1.175165736653e+20       1.135378922990e+25       3.784596409966e+24       1.135378922990e+25       3.784596409966e+24      -3.766236863122e-14       2.112218523877e-05      -9.000000000000e-01       1.142552686502e+25       8.347507740011e+25       8.347507740011e+25       2.782497951885e+25      -4.941561532367e+29       1.226187602728e-04       9.266946604359e-02 
       2.043523242006e+09       1.809991452099e-16       2.268090011057e-04       9.009889747243e+12       1.401051947112e+04       6.856060736804e-06       2.863082218581e+13       1.309482274802e-04       4.798410501116e+25       2.088531598681e+19       1.150828765935e+20       1.104136954384e+25       3.680456514612e+24       1.104136954384e+25       3.680456514612e+24      -3.766236863122e-14       2.107802939523e-05      -9.000000000000e-01       1.111113319045e+25       8.117811325747e+25       8.117811325747e+25       2.705932576309e+25      -4.772180450497e+29       1.226980242841e-04       9.260961766693e-02 
       2.029318015846e+09       1.835420014911e-16       2.283966641698e-04       8.885063541993e+12       1.401051946953e+04       6.904053161320e-06       2.843179958489e+13       1.318648646134e-04       4.666373709519e+25       2.045279374099e+19       1.126995799140e+20       1.073754664059e+25       3.579182213531e+24       1.073754664059e+25       3.579182213531e+24      -3.766236863122e-14       2.103396585930e-05      -9.000000000000e-01       1.080539061650e+25       7.894435414525e+25       7.894435414525e+25       2.631474033096e+25      -4.608605215953e+29       1.227772883099e-04       9.254984668427e-02 
       2.015211535052e+09       1.861205823452e-16       2.299954394402e-04       8.761966723580e+12       1.401051946793e+04       6.952381532799e-06       2.823416045785e+13       1.327879182001e-04       4.537970144867e+25       2.002922876893e+19       1.103656398654e+20       1.044208396441e+25       3.480694654804e+24       1.044208396441e+25       3.480694654804e+24      -3.766236863122e-14       2.098999443801e-05      -9.000000000000e-01       1.050806109276e+25       7.677206086512e+25       7.677206086512e+25       2.559064349008e+25      -4.450636822661e+29       1.228565523504e-04       9.249015294674e-02 
       2.001203113211e+09       1.887353896664e-16       2.316054069524e-04       8.640575332459e+12       1.401051946632e+04       7.001048202868e-06       2.803789518771e+13       1.337174331553e-04       4.413099832463e+25       1.961443557092e+19       1.080800343018e+20       1.015475146879e+25       3.384917156263e+24       1.015475146879e+25       3.384917156263e+24      -3.766236863122e-14       2.094611493880e-05      -9.000000000000e-01       1.021891311922e+25       7.465954207590e+25       7.465954207590e+25       2.488647146048e+25      -4.298083085847e+29       1.229358164056e-04       9.243053630584e-02 
       1.987292068681e+09       1.913869324000e-16       2.332266449230e-04       8.520865741028e+12       1.401051946470e+04       7.050055539619e-06       2.784299422431e+13       1.346534547086e-04       4.291665548594e+25       1.920823248883e+19       1.058417622451e+20       9.875325437362e+24       3.291775145787e+24       9.875325437362e+24       3.291775145787e+24      -3.766236863122e-14       2.090232716950e-05      -9.000000000000e-01       9.937721565964e+24       7.260515297663e+25       7.260515297663e+25       2.420167597554e+25      -4.150758408220e+29       1.230150804757e-04       9.237099661350e-02 
       1.973477724561e+09       1.940757266414e-16       2.348592297494e-04       8.402814649032e+12       1.401051946307e+04       7.099405927718e-06       2.764944808390e+13       1.355960284061e-04       4.173572744830e+25       1.881044162656e+19       1.036498434472e+20       9.603588309718e+24       3.201196103239e+24       9.603588309718e+24       3.201196103239e+24      -3.766236863122e-14       2.085863093837e-05      -9.000000000000e-01       9.664267497965e+24       7.060729402599e+25       7.060729402599e+25       2.353572385523e+25      -4.008483554181e+29       1.230943445608e-04       9.231153372200e-02 
       1.959759408652e+09       1.968022957369e-16       2.365032451053e-04       8.286399079024e+12       1.401051946142e+04       7.149101768524e-06       2.745724734863e+13       1.365452001126e-04       4.058729474407e+25       1.842088877214e+19       1.015033179601e+20       9.339328512006e+24       3.113109504002e+24       9.339328512007e+24       3.113109504002e+24      -3.766236863122e-14       2.081502605402e-05      -9.000000000000e-01       9.398338004563e+24       6.866440969685e+25       6.866440969685e+25       2.288809659088e+25      -3.871085431757e+29       1.231736086610e-04       9.225214748403e-02 
       1.946136453429e+09       1.995671703849e-16       2.381587655691e-04       8.171596371897e+12       1.401051945977e+04       7.199145480206e-06       2.726638266614e+13       1.375010160141e-04       3.947046320641e+25       1.803940332141e+19       9.940124571583e+19       9.082340292207e+24       3.027446764069e+24       9.082340292208e+24       3.027446764069e+24      -3.766236863122e-14       2.077151232552e-05      -9.000000000000e-01       9.139726033718e+24       6.677498726520e+25       6.677498726520e+25       2.225828994152e+25      -3.738396882023e+29       1.232528727764e-04       9.219283775266e-02 
       1.932608196008e+09       2.023708887398e-16       2.398258766334e-04       8.058384182469e+12       1.401051945810e+04       7.249539497860e-06       2.707684474907e+13       1.384635226200e-04       3.838436327308e+25       1.766581820333e+19       9.734270611469e+19       8.832423559934e+24       2.944141186645e+24       8.832423559934e+24       2.944141186645e+24      -3.766236863122e-14       2.072808956228e-05      -9.000000000000e-01       8.888230230793e+24       6.493755563227e+25       6.493755563227e+25       2.164581354125e+25      -3.610256475730e+29       1.233321369071e-04       9.213360438133e-02 
       1.919173978113e+09       2.052139965165e-16       2.415046565147e-04       7.946740475138e+12       1.401051945642e+04       7.300286273628e-06       2.688862437462e+13       1.394327667649e-04       3.732814930937e+25       1.729996980680e+19       9.532679762199e+19       8.589383730640e+24       2.863127910213e+24       8.589383730640e+24       2.863127910213e+24      -3.766236863122e-14       2.068475757416e-05      -9.000000000000e-01       8.643654781784e+24       6.315068417920e+25       6.315068417920e+25       2.105019051748e+25      -3.486508316915e+29       1.234114010534e-04       9.207444722389e-02 
